Season,Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2015,"Brad Mills","OAK","AAA",30,137.1,0.2961165,1.1409396,0.23501199,0.40767386,0.35731415,0.2147651,0.08053691,0.44705882,0.26588235,0.28705882,0.09069767,815,1335,2150,"4420"
2013,"Matt Palmer","LAD","AAA",34,133.2,0.30684932,1.46774194,0.16164384,0.49863014,0.33972603,0.16129032,0.12096774,0.47229551,0.27176781,0.25593668,0.10851345,927,1340,2267,"4457"
2011,"Matt Palmer","LAA","AAA",32,137,0.36027714,1.952,0.16326531,0.55328798,0.28344671,0.12,0.112,0.46308725,0.25055928,0.28635347,0.07981989,1001,1442,2443,"4457"
2011,"Sam Narron","MIL","AAA",29,160,0.315197,1.28333333,0.23033708,0.43258427,0.33707865,0.23888889,0.12222222,0.43557169,0.23956443,0.32486388,0.06022683,921,1636,2557,"4516"
2016,"Chris Smith","OAK","AAA",35,130.2,0.2922252,1.4,0.23404255,0.44680851,0.31914894,0.20833333,0.09166667,0.4921875,0.24479167,0.26302083,0.10839483,815,1353,2168,"4544"
2015,"Chris Smith","SDP","AAA",34,127.2,0.30898876,1.24,0.22651934,0.4281768,0.34530387,0.176,0.088,0.4630137,0.24931507,0.28767123,0.11487131,801,1297,2098,"4544"
2010,"Tobi Stoner","NYM","AAA",25,120.2,0.34313725,1.14285714,0.19708029,0.42822384,0.37469586,0.17532468,0.11688312,0.44941176,0.27764706,0.27294118,0.08375125,722,1272,1994,"4591"
2010,"Cesar Carrillo","SDP","AAA",26,151,0.29757085,1.27840909,0.18661258,0.45638945,0.35699797,0.17613636,0.11363636,0.47265625,0.24609375,0.28125,0.08184143,893,1453,2346,"4697"
2012,"Matt Shoemaker","LAA","AAA",25,176.2,0.34991424,1.05701754,0.20642978,0.40778342,0.3857868,0.22807018,0.10964912,0.46962233,0.24958949,0.28078818,0.10598736,948,1741,2689,"4776"
2013,"Matt Shoemaker","LAA","AAA",26,184.1,0.33154122,1.15137615,0.18858131,0.43425606,0.37716263,0.16972477,0.12385321,0.51788756,0.20613288,0.27597956,0.12081784,928,1762,2690,"4776"
2010,"Josh Geer","SDP","AAA",27,171.1,0.31335616,1.345,0.21440536,0.45058626,0.33500838,0.17,0.145,0.47385621,0.2369281,0.28921569,0.07232704,847,1697,2544,"4781"
2014,"Mike Montgomery","TBR","AAA",24,126,0.28496042,1.575,0.18253968,0.5,0.31746032,0.16666667,0.075,0.45244216,0.22879177,0.31876607,0.09361702,832,1283,2115,"4869"
2011,"Mike Montgomery","KCR","AAA",21,150.2,0.31981982,1.46710526,0.16666667,0.49555556,0.33777778,0.15789474,0.09868421,0.41830065,0.25490196,0.32679739,0.09168279,1043,1542,2585,"4869"
2014,"Bo Schultz","ARI","AAA",28,135.1,0.33404255,2.22413793,0.20762712,0.54661017,0.24576271,0.15517241,0.14655172,0.3963039,0.24229979,0.3613963,0.08212341,774,1430,2204,"5028"
2011,"Yohan Flande","ATL","AAA",25,137,0.33106576,1.72,0.2147806,0.4965358,0.2886836,0.136,0.072,0.41906874,0.24611973,0.33481153,0.08811381,781,1398,2179,"5057"
2012,"Yohan Flande","ATL","AAA",26,147.2,0.30802603,1.77862595,0.20524017,0.50873362,0.2860262,0.15267176,0.08396947,0.51380042,0.23991507,0.2462845,0.08409361,992,1529,2521,"5057"
2013,"Yohan Flande","ATL","AAA",27,131.1,0.31367925,1.82352941,0.2,0.51666667,0.28333333,0.19327731,0.07563025,0.4595843,0.21939954,0.32101617,0.07576493,777,1282,2059,"5057"
2015,"Scott Diamond","TBR","AAA",28,150.1,0.33200795,1.8115942,0.224,0.5,0.276,0.16666667,0.0942029,0.46421663,0.24951644,0.28626692,0.08672087,742,1472,2214,"5089"
2016,"Scott Diamond","TOR","AAA",29,166,0.32906764,1.85714286,0.23497268,0.49726776,0.26775956,0.19727891,0.07482993,0.48294434,0.20466786,0.31238779,0.07792208,910,1631,2541,"5089"
2011,"Scott Diamond","MIN","AAA",24,123,0.35421687,1.7295082,0.19174757,0.51213592,0.2961165,0.17213115,0.09016393,0.49765258,0.22535211,0.27699531,0.08483936,702,1290,1992,"5089"
2012,"Rick Van Den Hurk","PIT","AAA",27,123.1,0.29378531,1.28688525,0.19364162,0.45375723,0.35260116,0.18852459,0.06557377,0.48888889,0.225,0.28611111,0.09465891,644,1247,1891,"5099"
2011,"Rick Van Den Hurk","BAL","AAA",26,154.1,0.25321888,0.85148515,0.20930233,0.36363636,0.42706131,0.16831683,0.11386139,0.41632653,0.27346939,0.31020408,0.09459459,878,1564,2442,"5099"
2010,"Guillermo Moscoso","TEX","AAA",26,123.1,0.3238342,0.73099415,0.22715405,0.32637076,0.4464752,0.26315789,0.0994152,0.3681592,0.29353234,0.33830846,0.09029345,780,1435,2215,"5106"
2012,"Jeurys Familia","NYM","AAA",22,137,0.33252427,1.90990991,0.19451372,0.5286783,0.27680798,0.22522523,0.07207207,0.50956938,0.20574163,0.284689,0.10949209,974,1428,2402,"5114"
2014,"Wade LeBlanc","LAA","AAA",29,128,0.352,1.01351351,0.20954907,0.39787798,0.39257294,0.24324324,0.07432432,0.41450777,0.25129534,0.33419689,0.11908178,756,1335,2091,"5221"
2014,"Rudy Owens","HOU","AAA",26,135,0.30361446,1.00595238,0.18795181,0.40722892,0.40481928,0.19047619,0.05952381,0.44941176,0.23529412,0.31529412,0.08268859,720,1348,2068,"5226"
2012,"Rudy Owens","PIT","AAA",24,117.1,0.28011204,0.86956522,0.15211268,0.3943662,0.45352113,0.22981366,0.07453416,0.38978495,0.26344086,0.34677419,0.09784411,643,1166,1809,"5226"
2011,"Vin Mazzaro","KCR","AAA",24,123.2,0.34564644,1.91176471,0.21635884,0.51451187,0.26912929,0.18627451,0.08823529,0.47043702,0.25449871,0.27506427,0.09422792,799,1228,2027,"5231"
2017,"Wilmer Font","LAD","AAA",27,134.1,0.31498471,0.91304348,0.19756839,0.38297872,0.41945289,0.20289855,0.07971014,0.36795252,0.27893175,0.35311573,0.12325784,748,1548,2296,"5257"
2012,"Casey Crosby","DET","AAA",23,125.2,0.28571429,1.51754386,0.1915493,0.48732394,0.32112676,0.27192982,0.10526316,0.52054795,0.21643836,0.2630137,0.10789603,826,1213,2039,"5261"
2010,"Chris Tillman","BAL","AAA",22,121.1,0.30136986,0.96551724,0.22764228,0.37940379,0.39295393,0.19310345,0.06896552,0.416,0.232,0.352,0.09128417,704,1235,1939,"5279"
2015,"Brad Penny","CHW","AAA",37,135.1,0.34989201,2.64646465,0.21691974,0.56832972,0.21475054,0.14141414,0.11111111,0.48631579,0.26315789,0.25052632,0.06754221,775,1357,2132,"535"
2011,"D.J. Mitchell","NYY","AAA",24,161.1,0.29652352,1.62411348,0.24489796,0.46734694,0.2877551,0.14893617,0.07092199,0.518,0.23,0.252,0.08423077,1068,1532,2600,"5354"
2013,"Jose Alvarez","DET","AAA",24,128.2,0.28296703,1.4,0.21525886,0.45776567,0.32697548,0.21666667,0.09166667,0.49066667,0.21333333,0.296,0.13878628,638,1257,1895,"5358"
2013,"Brett Marshall","NYY","AAA",23,138.2,0.31203931,1.25490196,0.1686747,0.4626506,0.3686747,0.20915033,0.11111111,0.47169811,0.25707547,0.27122642,0.11394044,912,1405,2317,"5364"
2012,"Brad Peacock","OAK","AAA",24,134.2,0.34025974,0.73770492,0.18877551,0.34438776,0.46683673,0.22404372,0.08743169,0.4075,0.295,0.2975,0.09760065,977,1482,2459,"5401"
2016,"Brad Peacock","HOU","AAA",28,117,0.33534743,1.24347826,0.22289157,0.43072289,0.34638554,0.15652174,0.09565217,0.40882353,0.28529412,0.30588235,0.11205603,723,1276,1999,"5401"
2011,"Dana Eveland","LAD","AAA",27,154,0.29411765,2.136,0.16239316,0.57051282,0.26709402,0.2,0.088,0.45247934,0.22520661,0.32231405,0.08309098,943,1464,2407,"5508"
2019,"Tim Dillard","TEX","AAA",35,153.1,0.31160896,2.42477876,0.2244489,0.5490982,0.22645291,0.16814159,0.14159292,0.38976378,0.27952756,0.33070866,0.07337434,791,1485,2276,"5518"
2010,"Josh Banks","HOU","AAA",27,171.2,0.26252159,0.95491803,0.17758621,0.40172414,0.42068966,0.24590164,0.10245902,0.46677741,0.25083056,0.28239203,0.05166802,850,1608,2458,"5570"
2010,"Evan MacLane","STL","AAA",27,147.2,0.29460581,1.13114754,0.20408163,0.42244898,0.37346939,0.17486339,0.1147541,0.42345924,0.28429423,0.29224652,0.08726753,684,1413,2097,"5576"
2014,"Arnold Leon","OAK","AAA",25,145,0.35665914,1.23376623,0.23725055,0.42128603,0.34146341,0.22727273,0.07792208,0.41758242,0.23956044,0.34285714,0.09417398,967,1539,2506,"5595"
2014,"Jason Berken","SFG","AAA",30,132,0.3411215,1.11949686,0.22170901,0.41108545,0.36720554,0.1509434,0.08176101,0.45351474,0.28571429,0.26077098,0.07533589,777,1307,2084,"5673"
2013,"Jason Berken","CHW","AAA",29,161,0.31075697,1.19786096,0.18452381,0.44444444,0.37103175,0.23529412,0.0802139,0.47674419,0.20930233,0.31395349,0.0976801,879,1578,2457,"5673"
2012,"Jason Berken","BAL","AAA",28,144,0.32397408,1.2125,0.22538293,0.42450766,0.35010941,0.2125,0.0625,0.5243129,0.21775899,0.25792812,0.09780702,824,1456,2280,"5673"
2012,"Greg Reynolds","TEX","AAA",26,163,0.32235702,1.46666667,0.17918089,0.48805461,0.33276451,0.15384615,0.11282051,0.44833333,0.25666667,0.295,0.05677729,904,1597,2501,"5712"
2013,"Greg Reynolds","CIN","AAA",27,156.1,0.27254098,2.19834711,0.20206186,0.54845361,0.24948454,0.07438017,0.04958678,0.46153846,0.24291498,0.29554656,0.06533575,783,1421,2204,"5712"
2010,"Radhames Liz","SDP","AAA",26,123,0.30681818,0.90506329,0.18428184,0.38753388,0.42818428,0.20253165,0.12658228,0.4516129,0.27150538,0.27688172,0.11269036,706,1264,1970,"5843"
2010,"Pat Misch","NYM","AAA",28,150.2,0.29018789,1.75182482,0.20964361,0.50314465,0.28721174,0.15328467,0.08029197,0.52965235,0.23312883,0.23721881,0.0750113,745,1468,2213,"5909"
2011,"Pat Misch","NYM","AAA",29,141.2,0.28181818,1.43421053,0.17225951,0.48769575,0.34004474,0.18421053,0.11842105,0.49563319,0.22489083,0.27947598,0.07631456,780,1369,2149,"5909"
2010,"Chris George","BAL","AAA",30,124.1,0.29973475,1.22222222,0.20634921,0.43650794,0.35714286,0.22222222,0.11851852,0.48081841,0.23529412,0.28388747,0.09297725,670,1352,2022,"601"
2011,"Chris George","BAL","AAA",31,131,0.31026253,1.2147651,0.22169811,0.42688679,0.35141509,0.23489933,0.08724832,0.46666667,0.22758621,0.30574713,0.06960557,822,1333,2155,"601"
2010,"Matt Chico","WSN","AAA",27,115.2,0.28723404,1.01324503,0.19148936,0.40691489,0.40159574,0.2384106,0.0794702,0.46134021,0.23453608,0.30412371,0.07502738,665,1161,1826,"6068"
2016,"Joe Wieland","SEA","AAA",26,124.1,0.36387435,1.18439716,0.20618557,0.43041237,0.36340206,0.14893617,0.10638298,0.44080605,0.26196474,0.29722922,0.08149171,762,1410,2172,"6109"
2011,"John Ely","LAD","AAA",25,144.1,0.32640333,1.2716763,0.19135802,0.4526749,0.35596708,0.11560694,0.12138728,0.51689861,0.24055666,0.24254473,0.10818966,859,1461,2320,"6132"
2012,"John Ely","LAD","AAA",26,168.2,0.2875817,1.52631579,0.16157205,0.50655022,0.33187773,0.17763158,0.11842105,0.50733753,0.23060797,0.26205451,0.14325178,877,1657,2534,"6132"
2014,"Aaron Laffey","WSN","AAA",29,147,0.30879346,1.62337662,0.16701031,0.51546392,0.31752577,0.14285714,0.05194805,0.47474747,0.25252525,0.27272727,0.06587915,760,1441,2201,"6248"
2010,"Jason Hirsh","NYY","AAA",28,122.1,0.24216524,0.69714286,0.17039106,0.34078212,0.48882682,0.22857143,0.09714286,0.40054496,0.24250681,0.35694823,0.1047041,703,1274,1977,"6293"
2011,"Jeff Suppan","KCR","AAA",36,165.2,0.29798903,1.63095238,0.19782214,0.49727768,0.30490018,0.14285714,0.13690476,0.51142355,0.25483304,0.23374341,0.06858494,963,1574,2537,"633"
2013,"Ryan Feierabend","TEX","AAA",27,120.1,0.31134565,1.3828125,0.18010753,0.47580645,0.34408602,0.2734375,0.078125,0.4987013,0.21038961,0.29090909,0.09319196,628,1164,1792,"6336"
2014,"Ryan Feierabend","TEX","AAA",28,125,0.3163017,1.10759494,0.19951923,0.42067308,0.37980769,0.2278481,0.11392405,0.44988345,0.25874126,0.29137529,0.08729339,687,1249,1936,"6336"
2011,"Ryan Feierabend","PHI","AAA",25,132,0.30434783,1.16666667,0.2206235,0.41966427,0.35971223,0.17333333,0.13333333,0.51501155,0.20554273,0.27944573,0.09307992,723,1329,2052,"6336"
2012,"Chris Archer","TBR","AAA",23,128,0.29337539,1.59375,0.21943574,0.47962382,0.30094044,0.28125,0.0625,0.45510836,0.25077399,0.29411765,0.11571842,836,1238,2074,"6345"
2013,"Jake Odorizzi","TBR","AAA",23,124.1,0.28164557,0.82089552,0.2327044,0.34591195,0.42138365,0.18656716,0.08955224,0.38297872,0.27051672,0.34650456,0.10847939,784,1327,2111,"6397"
2011,"Tom Koehler","FLA","AAA",25,150.1,0.28251121,0.95263158,0.17738359,0.40133038,0.42128603,0.23157895,0.09473684,0.44827586,0.24568966,0.30603448,0.0844848,1010,1523,2533,"6570"
2012,"Tom Koehler","MIA","AAA",26,151,0.3173516,1.13450292,0.15313225,0.45011601,0.39675174,0.18128655,0.0877193,0.40707965,0.26548673,0.32743363,0.09489917,916,1613,2529,"6570"
2017,"Anthony Vasquez","DET","AAA",30,133,0.29016787,1.04242424,0.20518868,0.40566038,0.38915094,0.18787879,0.07878788,0.46261682,0.26869159,0.26869159,0.08144378,789,1372,2161,"6577"
2010,"Carlos Carrasco","CLE","AAA",23,150.1,0.29146919,1.43065693,0.2052506,0.46778043,0.32696897,0.18978102,0.11678832,0.5,0.25688073,0.24311927,0.10126582,797,1415,2212,"6632"
2010,"Shairon Martis","WSN","AAA",23,152,0.29338843,0.89447236,0.2194617,0.36853002,0.41200828,0.18592965,0.07035176,0.44153226,0.27822581,0.28024194,0.08137652,926,1544,2470,"6781"
2011,"Julio Teheran","ATL","AAA",20,144.2,0.28780488,1,0.20588235,0.39705882,0.39705882,0.22839506,0.0308642,0.43614458,0.22409639,0.33975904,0.10704961,803,1495,2298,"6797"
2012,"Julio Teheran","ATL","AAA",21,131,0.31761787,0.82872928,0.19854722,0.36319613,0.43825666,0.25414365,0.09944751,0.41428571,0.28809524,0.29761905,0.07597173,841,1423,2264,"6797"
2012,"Martin Perez","TEX","AAA",21,127,0.27654321,1.36734694,0.13432836,0.5,0.36567164,0.14965986,0.06802721,0.43236715,0.23429952,0.33333333,0.07397692,736,1170,1906,"6902"
2010,"Kevin Mulvey","ARI","AAA",25,156.2,0.30487805,1.88059701,0.20901639,0.51639344,0.27459016,0.21641791,0.08208955,0.418,0.22,0.362,0.07944112,921,1584,2505,"6947"
2013,"Yohan Pino","CIN","AAA",29,121.1,0.29971989,0.81290323,0.2150838,0.35195531,0.43296089,0.17419355,0.04516129,0.39452055,0.29315068,0.31232877,0.09164969,671,1293,1964,"6955"
2010,"Yohan Pino","CLE","AAA",26,145.2,0.32188841,0.7920354,0.20275591,0.3523622,0.44488189,0.24778761,0.11061947,0.45576923,0.28653846,0.25769231,0.09237421,861,1683,2544,"6955"
2010,"Brandon Dickson","STL","AAA",25,167,0.33072407,1.88028169,0.19009901,0.52871287,0.28118812,0.18309859,0.07746479,0.47036329,0.21032505,0.31931166,0.09399376,966,1598,2564,"6979"
2011,"Brandon Dickson","STL","AAA",26,157.1,0.31012658,1.71523179,0.14937759,0.5373444,0.31327801,0.13907285,0.14569536,0.48289738,0.25754527,0.25955734,0.09562261,801,1552,2353,"6979"
2012,"Brandon Dickson","STL","AAA",27,141.1,0.30248307,1.48026316,0.14705882,0.50904977,0.3438914,0.11184211,0.11184211,0.54248366,0.19389978,0.26361656,0.08505408,684,1350,2034,"6979"
2011,"Alex Torres","TBR","AAA",23,146.1,0.33072917,1.48305085,0.22281167,0.46419098,0.31299735,0.21186441,0.05932203,0.45384615,0.23076923,0.31538462,0.13116727,995,1498,2493,"7038"
2015,"John Lannan","COL","AAA",30,152,0.35547576,1.93006993,0.22407407,0.51111111,0.26481481,0.17482517,0.07692308,0.47330961,0.25800712,0.26868327,0.07295762,794,1495,2289,"7080"
2016,"John Lannan","KCR","AAA",31,132.1,0.31789474,1.51655629,0.20668058,0.47807933,0.31524008,0.20529801,0.09933775,0.46435845,0.22403259,0.31160896,0.0540153,768,1324,2092,"7080"
2012,"John Lannan","WSN","AAA",27,148.2,0.30390144,2.15079365,0.18647541,0.55532787,0.25819672,0.12698413,0.12698413,0.47609562,0.22908367,0.29482072,0.07308216,810,1393,2203,"7080"
2011,"Craig Stammen","WSN","AAA",27,142,0.3372093,1.86507937,0.17391304,0.53775744,0.28832952,0.15873016,0.14285714,0.51116071,0.24776786,0.24107143,0.11710526,832,1448,2280,"7274"
2011,"Matt Fox","BOS","AAA",28,129.2,0.25993884,0.95804196,0.1884058,0.39710145,0.41449275,0.1958042,0.15384615,0.43266476,0.24355301,0.32378223,0.11864407,821,1303,2124,"7320"
2010,"Matt Fox","MIN","AAA",27,123,0.30311615,0.78616352,0.22191781,0.34246575,0.43561644,0.16981132,0.10691824,0.38648649,0.27837838,0.33513514,0.09986194,857,1316,2173,"7320"
2010,"Dillon Gee","NYM","AAA",24,161.1,0.33186813,1.18285714,0.18376068,0.44230769,0.37393162,0.21714286,0.13142857,0.48637317,0.22222222,0.29140461,0.12967201,926,1696,2622,"7396"
2013,"Zach Stewart","CHW","AAA",26,167.1,0.32509506,1.41477273,0.19811321,0.46981132,0.33207547,0.1875,0.09090909,0.47592593,0.26296296,0.26111111,0.09984277,883,1661,2544,"7397"
2010,"Jay Jackson","CHC","AAA",22,157.1,0.27824268,0.79245283,0.21161826,0.34854772,0.43983402,0.26886792,0.09433962,0.40643863,0.26961771,0.32394366,0.09031199,868,1568,2436,"7432"
2011,"Jay Jackson","CHC","AAA",23,146.2,0.34205231,1.07446809,0.20081967,0.41393443,0.3852459,0.23404255,0.05319149,0.42772277,0.27920792,0.29306931,0.08433735,844,1480,2324,"7432"
2010,"Jeff Marquez","CHW","AAA",25,144.2,0.31196581,1.35897436,0.21868365,0.45010616,0.33121019,0.23076923,0.08974359,0.51975052,0.21829522,0.26195426,0.08839529,820,1386,2206,"7456"
2011,"Tommy Layne","ARI","AAA",26,121.2,0.31529412,2.11428571,0.23058824,0.52235294,0.24705882,0.2,0.13333333,0.44191344,0.21412301,0.34396355,0.06090864,840,1163,2003,"7501"
2011,"Luke French","SEA","AAA",25,146.1,0.3254902,0.75,0.21333333,0.33714286,0.44952381,0.24576271,0.12711864,0.49444444,0.20925926,0.2962963,0.08102844,974,1593,2567,"7529"
2010,"Lucas Harrell","CHW","AAA",25,137.2,0.29478458,1.84166667,0.22675737,0.50113379,0.27210884,0.21666667,0.09166667,0.41814159,0.25884956,0.32300885,0.0669208,932,1429,2361,"7541"
2014,"Jarrett Grube","LAA","AAA",32,147.1,0.31011236,0.77941176,0.21598272,0.34341253,0.44060475,0.21568627,0.12745098,0.45435244,0.27388535,0.27176221,0.10927835,931,1494,2425,"7553"
2012,"Colt Hynes","SDP","AAA",27,126.2,0.38494624,1.65151515,0.23913043,0.47391304,0.28695652,0.13636364,0.08333333,0.43186583,0.28721174,0.28092243,0.07556936,661,1271,1932,"7560"
2011,"Tommy Milone","WSN","AAA",24,148.1,0.31449631,1.01226994,0.2,0.40243902,0.39756098,0.22699387,0.05521472,0.47002398,0.25419664,0.27577938,0.12052731,685,1439,2124,"7608"
2010,"Carlos Torres","CHW","AAA",27,160.1,0.25629291,1.3557047,0.1875,0.46759259,0.34490741,0.2147651,0.08724832,0.4375,0.24107143,0.32142857,0.08995563,939,1540,2479,"7624"
2010,"Chad Reineke","CIN","AAA",28,131.1,0.2902439,0.88304094,0.22966507,0.36124402,0.40909091,0.15204678,0.0994152,0.44600939,0.25586854,0.29812207,0.06683168,748,1272,2020,"7641"
2011,"Chad Reineke","CIN","AAA",29,126.2,0.30588235,0.86931818,0.21852732,0.36342043,0.41805226,0.1875,0.07386364,0.39678899,0.28440367,0.31880734,0.06128405,740,1316,2056,"7641"
2012,"Chad Reineke","CIN","AAA",30,151.2,0.32443532,0.8817734,0.21237113,0.36907216,0.4185567,0.19211823,0.07881773,0.43737575,0.2445328,0.31809145,0.07221784,962,1572,2534,"7641"
2013,"Chad Reineke","CIN","AAA",31,130,0.29425837,1.04848485,0.21395349,0.40232558,0.38372093,0.18181818,0.11515152,0.39269406,0.28310502,0.32420091,0.08892128,758,1300,2058,"7641"
2016,"Chris Leroux","TOR","AAA",32,140.1,0.30630631,1.58088235,0.21651786,0.47991071,0.30357143,0.19852941,0.09558824,0.49563319,0.25764192,0.24672489,0.09291472,902,1455,2357,"7645"
2017,"Wilfredo Boscan","NYM","AAA",27,125.2,0.35874439,1.77868852,0.22068966,0.49885057,0.28045977,0.1557377,0.09016393,0.47912088,0.23516484,0.28571429,0.06660542,817,1360,2177,"7655"
2015,"Wilfredo Boscan","PIT","AAA",25,126,0.31280788,1.62068966,0.22250639,0.48081841,0.29667519,0.24137931,0.02586207,0.43243243,0.21867322,0.34889435,0.06539379,797,1298,2095,"7655"
2015,"David Holmberg","CIN","AAA",23,120.1,0.32160804,1.31343284,0.22885572,0.43781095,0.33333333,0.17910448,0.10447761,0.50366748,0.25672372,0.2396088,0.07230769,744,1206,1950,"7725"
2012,"Wily Peralta","MIL","AAA",23,146.2,0.35108959,2.09433962,0.215311,0.53110048,0.25358852,0.19811321,0.08490566,0.45368171,0.2327791,0.31353919,0.09437019,994,1475,2469,"7738"
2013,"Chris Schwinden","NYM","AAA",26,146.1,0.33066132,0.98514851,0.21062992,0.39173228,0.3976378,0.24257426,0.11386139,0.44827586,0.25862069,0.29310345,0.07133812,850,1519,2369,"7851"
2011,"Chris Schwinden","NYM","AAA",24,145.2,0.30317848,0.74074074,0.19951338,0.3406326,0.45985401,0.2962963,0.07407407,0.38625592,0.27962085,0.33412322,0.10065735,853,1581,2434,"7851"
2017,"Andrew Albers","ATL","AAA",31,120.2,0.32664756,1.44954128,0.22157434,0.4606414,0.31778426,0.22018349,0.05504587,0.4028169,0.28169014,0.31549296,0.09044944,527,1253,1780,"7853"
2013,"Andrew Albers","MIN","AAA",27,132.1,0.29649596,0.96153846,0.18832891,0.39787798,0.4137931,0.21153846,0.08974359,0.42558747,0.28198433,0.2924282,0.07207661,640,1344,1984,"7853"
2016,"Andrew Albers","MIN","AAA",30,124.1,0.34567901,1.12413793,0.24509804,0.3995098,0.35539216,0.27586207,0.06896552,0.38498789,0.22033898,0.39467312,0.06936416,607,1296,1903,"7853"
2011,"Kyle Weiland","BOS","AAA",24,128.1,0.28994083,1.26190476,0.15178571,0.47321429,0.375,0.22222222,0.07936508,0.45086705,0.26011561,0.28901734,0.11034142,787,1234,2021,"7874"
2011,"Thad Weber","DET","AAA",26,151.1,0.31223629,1.54666667,0.22357724,0.47154472,0.30487805,0.20666667,0.18666667,0.52295409,0.23552894,0.24151697,0.08824725,886,1573,2459,"8036"
2012,"Thad Weber","DET","AAA",27,128.2,0.27720207,1.50381679,0.16751269,0.5,0.33248731,0.09923664,0.1221374,0.4775,0.255,0.2675,0.09373382,703,1228,1931,"8036"
2015,"Thad Weber","DET","AAA",30,161,0.2950495,1.45783133,0.20467836,0.47173489,0.32358674,0.1686747,0.11445783,0.47519084,0.28816794,0.23664122,0.07348643,865,1530,2395,"8036"
2016,"Thad Weber","DET","AAA",31,129.2,0.30717489,1.60769231,0.23476298,0.4717833,0.29345372,0.16923077,0.09230769,0.50547046,0.25820569,0.23632385,0.0630123,727,1225,1952,"8036"
2010,"Glen Perkins","MIN","AAA",27,124,0.35180723,1.18709677,0.18313253,0.44337349,0.37349398,0.25806452,0.09032258,0.37296037,0.25641026,0.37062937,0.08640777,683,1377,2060,"8041"
2012,"Stephen Fife","LAD","AAA",25,135.1,0.32214765,1.69291339,0.21917808,0.49086758,0.28995434,0.11811024,0.1023622,0.4967033,0.24395604,0.25934066,0.08782528,782,1370,2152,"8077"
2015,"Nick Greenwood","STL","AAA",27,129,0.32467532,1.34375,0.20212766,0.45744681,0.34042553,0.1375,0.1,0.45738046,0.25155925,0.29106029,0.07517577,625,1224,1849,"8182"
2013,"Steven Wright","BOS","AAA",28,135.1,0.29411765,1.67692308,0.15533981,0.52912621,0.31553398,0.26153846,0.07692308,0.42344498,0.27751196,0.29904306,0.09648733,873,1376,2249,"8185"
2015,"Paolo Espino","WSN","AAA",28,117.2,0.29344729,1.19047619,0.22033898,0.42372881,0.3559322,0.24603175,0.1031746,0.48219178,0.25479452,0.2630137,0.07405345,631,1165,1796,"8246"
2016,"Paolo Espino","WSN","AAA",29,152.2,0.29555556,1.29299363,0.20177384,0.45011086,0.3481153,0.17197452,0.08280255,0.46436285,0.24838013,0.28725702,0.09180188,819,1523,2342,"8246"
2012,"Sean Gallagher","CIN","AAA",26,139,0.27423168,1.3877551,0.18372093,0.4744186,0.34186047,0.14285714,0.12244898,0.430839,0.23356009,0.33560091,0.06231579,1013,1362,2375,"8261"
